experiment,alpha,total_guess,total_exp,total_guess_p
2mmol_30C,1.0,0,2,0.0
2mmol_30C,1.5,0,2,0.0
2mmol_30C,2.0,0,2,0.0
2mmol_30C,2.5,0,2,0.0
2mmol_30C,3.0,0,2,0.0
2mmol_30C,3.5,0,2,0.0
2mmol_30C,4.0,0,2,0.0
2mmol_30C,4.5,1,2,0.5
2mmol_30C,5.0,1,2,0.5
