N_x,V_dis_total,Vol_imbalance [%],status
51,0.003290766432534005,0.0,success
61,0.0032139018923299225,0.0,success
71,0.003206992394340362,0.0,success
81,0.003262382082678617,0.0,success
91,0.003195226591564932,0.0,success
101,0.0031879456846916026,0.0,success
151,0.003239738627025756,0.0,success
201,0.003170429517440213,0.0,success
301,0.003164274348089458,0.0,success
401,0.0031612367186664176,0.0,success
501,0.0031595293184363,0.0,success
601,0.003221092262008108,0.0,success
