experiment,alpha,total_guess,total_exp,total_guess_p
10mmol_21C,2.3,7,14,0.5
10mmol_21C,2.4,8,14,0.5714285714285714
10mmol_21C,2.6,8,14,0.5714285714285714
10mmol_21C,2.7,8,14,0.5714285714285714
10mmol_21C,2.8,8,14,0.5714285714285714
10mmol_21C,2.9,9,14,0.6428571428571429
