experiment,alpha,total_guess,total_exp,total_guess_p
10mmol_21C,0.5,7,14,0.5
10mmol_21C,1.0,6,14,0.42857142857142855
10mmol_21C,1.25,6,14,0.42857142857142855
10mmol_21C,1.5,7,14,0.5
10mmol_21C,1.75,7,14,0.5
10mmol_21C,2.0,9,14,0.6428571428571429
10mmol_21C,2.25,8,14,0.5714285714285714
10mmol_21C,2.5,9,14,0.6428571428571429
10mmol_21C,3.0,9,14,0.6428571428571429
10mmol_21C,4.0,8,14,0.5714285714285714
10mmol_21C,5.0,8,14,0.5714285714285714
