experiment,alpha,total_guess,total_exp,total_guess_p
2mmol_30C,11,1,2,0.5
2mmol_30C,12,1,2,0.5
2mmol_30C,13,2,2,1.0
2mmol_30C,14,2,2,1.0
2mmol_30C,15,2,2,1.0
