experiment,alpha,total_guess,total_exp,total_guess_p
10mmol_30C,1.0,5,12,0.4166666666666667
10mmol_30C,1.5,6,12,0.5
10mmol_30C,2.0,6,12,0.5
10mmol_30C,2.25,5,12,0.4166666666666667
10mmol_30C,2.5,6,12,0.5
10mmol_30C,2.75,6,12,0.5
10mmol_30C,3.0,4,12,0.3333333333333333
10mmol_30C,5.0,7,12,0.5833333333333334
