experiment,alpha,total_guess,total_exp,total_guess_p
10mmol_30C,2.6,6,12,0.5
10mmol_30C,2.7,6,12,0.5
10mmol_30C,2.8,6,12,0.5
10mmol_30C,2.9,6,12,0.5
10mmol_30C,3.1,4,12,0.3333333333333333
10mmol_30C,3.2,4,12,0.3333333333333333
10mmol_30C,3.3,6,12,0.5
10mmol_30C,3.4,6,12,0.5
10mmol_30C,3.5,6,12,0.5
10mmol_30C,3.75,6,12,0.5
10mmol_30C,4.0,7,12,0.5833333333333334
