experiment,alpha,total_guess,total_exp,total_guess_p
2mmol_21C,1.0,2,3,0.6666666666666666
2mmol_21C,1.25,2,3,0.6666666666666666
2mmol_21C,1.5,2,3,0.6666666666666666
2mmol_21C,1.75,2,3,0.6666666666666666
2mmol_21C,2.0,3,3,1.0
2mmol_21C,2.25,3,3,1.0
2mmol_21C,2.5,3,3,1.0
2mmol_21C,3.0,3,3,1.0
