exp,phi_0,dV_ges,eps_0,h_c_0,h_dis_0,V_dis_total,Vol_imbalance [%],status
5mmol_30C,0.00077201,1755.380838,0.5000675,0.090902576,0.025281591,0.0020937152124631646,5.558804870792112e-15,success
5mmol_30C,0.000728669,1748.347032,0.500005921,0.090799087,0.024421463,0.0019979377408881932,5.5811685974078064e-15,success
5mmol_30C,0.00077559,1481.64826,0.499812721,0.09186815,0.024078116,0.001669424140790346,6.585786799607581e-15,success
5mmol_30C,0.000763925,1499.694809,0.500032728,0.091987244,0.024252689,0.0016737780344479969,0.0,success
5mmol_30C,0.000726548,1455.630583,0.496921484,0.091711664,0.023973169,0.0016173711070143401,0.0,success
5mmol_30C,0.000722229,999.6381778,0.499880084,0.094883206,0.017030178,0.0006938369435920939,9.761351426017476e-15,success
5mmol_30C,0.000712445,999.6446793,0.499913583,0.09488439,0.01855081,0.0007691096919660589,0.0,success
5mmol_30C,0.000712451,1001.908437,0.500022896,0.094996779,0.023203321,0.001072329918915929,0.0,success
5mmol_30C,0.000734213,999.528145,0.499657125,0.094441699,0.022879034,0.0010482493189073036,0.0,success
5mmol_30C,0.000745642,998.9341649,0.499917071,0.094204745,0.021350563,0.0009556232022289149,0.0,success
5mmol_30C,0.000753615,1000.183129,0.500015227,0.095239508,0.019893559,0.000826773072872901,0.0,success
5mmol_30C,0.000665051,993.5760686,0.399215879,0.095698076,0.01955034,0.0008252520724403122,4.910454197089717e-15,success
5mmol_30C,0.000633721,996.2387882,0.399066862,0.096278714,0.019562686,0.0008352299102233716,9.794659340658605e-15,success
5mmol_30C,0.000618759,996.5608034,0.399898313,0.095364195,0.021604255,0.0010026013691401122,4.8957472133554006e-15,success
5mmol_30C,0.000620129,991.6847319,0.399288212,0.095441265,0.022378535,0.0010356042393282602,4.919819393444844e-15,success
5mmol_30C,0.000651134,994.0573675,0.399507565,0.0954458,0.023494684,0.001104910114632855,4.908076672129056e-15,success
5mmol_30C,0.000666888,981.9675893,0.398774242,0.095102975,0.021653975,0.0009608541626665493,4.968503878689848e-15,success
5mmol_30C,0.000578923,998.3289379,0.299638591,0.097863837,0.016896813,0.0007119270763653169,4.887076384310397e-15,success
5mmol_30C,0.000568444,1000.032227,0.299961589,0.097314092,0.019367125,0.0008701553262497274,4.878752548626386e-15,success
5mmol_30C,0.000551839,1017.00453,0.304068314,0.097307075,0.019188991,0.0008895105946890601,0.0,success
5mmol_30C,0.000527851,1005.880826,0.300892819,0.097334873,0.01819381,0.0008390224053351623,4.850385503008654e-15,success
5mmol_30C,0.000545092,988.7087167,0.297422013,0.095757469,0.020483014,0.0009481200321757321,9.869256119171364e-15,success
5mmol_30C,0.00055842,995.9549927,0.299342948,0.095767784,0.020471766,0.0009311317009532423,0.0,success
5mmol_30C,0.000816628,1492.737848,0.500258137,0.092475198,0.026577285,0.0018626525609854918,0.0,success
5mmol_30C,0.000824805,1503.418987,0.500185869,0.092061076,0.026404024,0.0018978756297513154,0.0,success
5mmol_30C,0.00076001,1496.994971,0.500046369,0.092153499,0.024838368,0.0017587183704793887,0.0,success
5mmol_30C,0.000743565,1505.564556,0.500495951,0.091281444,0.02549999,0.0018325426224041828,0.0,success
5mmol_30C,0.000792247,1501.102268,0.500037642,0.091722809,0.026181453,0.0018730859774306339,0.0,success
5mmol_30C,0.000859751,1494.673636,0.500000991,0.09193442,0.026915963,0.0018785072928635392,0.0,success
5mmol_30C,0.000702358,1507.266277,0.400776022,0.095246531,0.020475186,0.0013267598501582147,6.473852497908398e-15,success
5mmol_30C,0.000673997,1497.84715,0.399699582,0.094840091,0.021077842,0.001407947633660556,0.0,success
5mmol_30C,0.000612475,1494.370199,0.399708235,0.094596124,0.020777276,0.0013866192415344439,1.3059440771636454e-14,success
5mmol_30C,0.000594114,1495.096084,0.399581026,0.094314624,0.020836259,0.0014296166338376988,0.0,success
5mmol_30C,0.000614664,1502.497268,0.40017337,0.094777095,0.020735538,0.0013836116534762504,0.0,success
5mmol_30C,0.000661629,1504.546408,0.400747698,0.094852504,0.022464746,0.0015826443158332402,6.4855557133266844e-15,success
5mmol_30C,0.000598133,1499.687325,0.300138854,0.105815622,0.019020628,0.0012167736337835703,1.3013138658579434e-14,success
5mmol_30C,0.000581599,1499.466933,0.300504127,0.114941913,0.024834759,0.0017556888587632988,6.50752566636929e-15,success
5mmol_30C,0.000526169,1500.087412,0.300071251,0.129153109,0.019110674,0.0011139410508604246,6.504833967881826e-15,success
5mmol_30C,0.000504985,1499.740829,0.300041644,0.135209721,0.021812229,0.0012859277047987524,6.506337204192725e-15,success
5mmol_30C,0.000511394,1499.81057,0.30000299,0.141871972,0.025789294,0.0015277360678426987,6.506034660343499e-15,success
5mmol_30C,0.000536695,1499.842108,0.300058331,0.148971815,0.026643176,0.0013948649321001876,6.50589785439571e-15,success
5mmol_30C,0.000717496,2009.693963,0.500504679,0.088546012,0.028744255,0.002941639370179902,0.0,success
5mmol_30C,0.000706847,2002.74725,0.500114825,0.089643099,0.027856384,0.0028239630301611753,0.0,success
5mmol_30C,0.000693917,2000.386241,0.499961419,0.089105503,0.027173981,0.0027510174590335812,0.0,success
5mmol_30C,0.000681172,1999.619482,0.499988817,0.088787929,0.026883538,0.0026646897628981123,0.0,success
5mmol_30C,0.000678728,2005.000489,0.499839059,0.088617395,0.026575871,0.0026270633349255597,0.0,success
5mmol_30C,0.000719501,2002.904056,0.500128712,0.089807804,0.026791129,0.0026160829394108456,0.0,success
5mmol_30C,0.000615759,1999.976712,0.400015793,0.093052383,0.023810701,0.0022737443270032538,4.8789665868717085e-15,success
5mmol_30C,0.000603898,1999.767779,0.400113352,0.090973494,0.023536506,0.002261191795248009,4.8794763346217215e-15,success
5mmol_30C,0.000572842,2000.406159,0.400022675,0.089342075,0.025438158,0.0026033251830828753,0.0,success
5mmol_30C,0.000555569,1999.558397,0.399950722,0.089309071,0.025517495,0.0025986130363771383,4.8799872846972134e-15,success
5mmol_30C,0.000562159,1999.149445,0.399912062,0.088778442,0.026224524,0.0026953716171406648,4.880985549516804e-15,success
10mmol_21C,0.000544087,741.1380162,0.298462091,0.091228983,0.039465617,0.0059966706599957524,0.0,success
10mmol_21C,0.00045836,755.3013832,0.302225065,0.092706983,0.045065751,0.007373473282943857,6.459553609599123e-15,success
10mmol_21C,0.000302308,739.6016638,0.296834975,0.099475516,0.035464901,0.005777989458706952,0.0,success
10mmol_21C,0.000204621,743.101701,0.297018934,0.096633422,0.036502928,0.006431603207908394,6.565601679580558e-15,success
10mmol_21C,0.000521937,747.9569472,0.40036071,0.089501397,0.03591162,0.0054615399810636085,6.5229820973641875e-15,success
10mmol_21C,0.000449277,749.974026,0.399764919,0.095001254,0.038463404,0.006130987598096519,0.0,success
10mmol_21C,0.000285464,741.2064013,0.399049243,0.106014196,0.03516927,0.005707498857858973,6.5823902325015844e-15,success
10mmol_21C,0.000241941,750.207822,0.400023387,0.106790285,0.066916982,0.008900070997563667,6.503410965748063e-15,success
10mmol_21C,0.000657257,748.3678846,0.503339395,0.092660582,0.028484735,0.0038344890588226177,0.0,success
10mmol_21C,0.000528084,758.1221102,0.500358875,0.09939603,0.042228937,0.00656685375907636,0.0,success
10mmol_21C,0.000359151,742.2261453,0.498404384,0.108600243,0.03516519,0.005432209437894662,0.0,success
10mmol_21C,0.00031128,749.9297278,0.49988101,0.107723963,0.038919571,0.006364060631011818,6.505822606202824e-15,success
10mmol_21C,0.000478417,1001.588372,0.300530326,0.103238596,0.04280157,0.008549880419804593,9.742345084223421e-15,success
10mmol_21C,0.00049956,999.2889087,0.29977596,0.102442293,0.040141707,0.007890899982013701,9.76476319052088e-15,success
10mmol_21C,0.000321268,1004.324935,0.301183481,0.109297392,0.034455592,0.0070598263845600175,0.0,success
10mmol_21C,0.000270206,1000.556021,0.29982659,0.107326958,0.041210475,0.008919462196225489,0.0,success
10mmol_21C,0.000496612,1010.338929,0.401125093,0.100575394,0.04508224,0.009134266627615522,4.8289832611060075e-15,success
10mmol_21C,0.000538199,992.5987236,0.400130769,0.10001264,0.04503236,0.00880651425531734,4.915289190066384e-15,success
10mmol_21C,0.000354805,1005.667141,0.399870462,0.110734652,0.043609781,0.008986845939378995,9.702832234000117e-15,success
10mmol_21C,0.00030498,998.6327765,0.399839514,0.109641806,0.038087335,0.00793620719593865,0.0,success
10mmol_21C,0.000571614,1012.474803,0.49980213,0.100384342,0.046878808,0.009154220341686187,0.0,success
10mmol_21C,0.000617876,988.0668846,0.500028205,0.099515904,0.049885762,0.00959310252740311,9.875667026650538e-15,success
10mmol_21C,0.000434109,985.6111681,0.497841901,0.110014009,0.073446624,0.009778846323589272,9.90027291510917e-15,success
10mmol_21C,0.000379055,1001.503179,0.49926978,0.10874371,0.06168959,0.010069398447418254,0.0,success
10mmol_21C,0.000501532,1249.423799,0.299994527,0.109497229,0.039067487,0.008906360566647897,3.904927839608705e-15,success
10mmol_21C,0.000503923,1251.817605,0.299480344,0.109779302,0.047531765,0.01059314940492235,1.169238175760782e-14,success
10mmol_21C,0.00034782,1249.972052,0.299996185,0.109754391,0.047035642,0.011181180512753075,0.0,success
10mmol_21C,0.000276122,1249.905575,0.300056612,0.111006706,0.045309544,0.011020309138328507,7.806845370994957e-15,success
10mmol_21C,0.000540365,1253.811344,0.400506867,0.098130669,0.046744598,0.011051231323221392,7.782526134465682e-15,success
10mmol_21C,0.000524807,1254.113769,0.401062998,0.104900016,0.037531784,0.008556718709506063,7.78064940643319e-15,success
10mmol_21C,0.000390749,1237.241983,0.398815701,0.108946439,0.042380694,0.009990370866569032,7.88675108543382e-15,success
10mmol_21C,0.000330849,1239.463207,0.399115651,0.108711746,0.048708188,0.011593871906081918,0.0,success
10mmol_21C,0.00056679,1252.344689,0.501636811,0.098336362,0.044913554,0.010469360401697434,0.0,success
10mmol_21C,0.000600977,1240.939849,0.499425408,0.098248176,0.044640607,0.010194838453796928,0.0,success
10mmol_21C,0.00048327,1254.407693,0.50056331,0.102968558,0.055029842,0.011739204536436922,0.0,success
10mmol_21C,0.000492745,750.2517853,0.299888778,0.100196136,0.03644848,0.005517855022663425,6.503029878474545e-15,success
10mmol_21C,0.000326583,741.6100453,0.298191785,0.104411048,0.035661086,0.005688266544843062,6.578807564845117e-15,success
10mmol_21C,0.000225011,745.8283201,0.298307962,0.107690773,0.032729744,0.005419701397272179,6.541598977537633e-15,success
10mmol_21C,0.000508224,748.8063905,0.399980643,0.097909155,0.035481061,0.005354049341779717,0.0,success
10mmol_21C,0.000385542,761.3440655,0.401427842,0.104410629,0.037443071,0.006025841528763874,6.408285028110947e-15,success
10mmol_21C,0.000278176,751.4093995,0.400738686,0.108353029,0.048454604,0.008316682223331583,0.0,success
10mmol_21C,0.000578293,750.8784104,0.499324255,0.099111609,0.033814475,0.004869475459253892,0.0,success
10mmol_21C,0.000449791,757.1490031,0.499654468,0.103049441,0.043603259,0.007015066044692951,0.0,success
10mmol_21C,0.000338769,750.0573319,0.499894576,0.108397884,0.03802335,0.006071339077683138,0.0,success
10mmol_21C,0.000505238,1001.364701,0.300283637,0.102398581,0.041271736,0.008086157971766653,4.872260597275408e-15,success
10mmol_21C,0.000377858,999.6735997,0.30006925,0.108183192,0.036809691,0.007360904349710382,0.0,success
10mmol_21C,0.00028555,999.0802686,0.300038366,0.107811647,0.038511337,0.00816209741086136,4.883401193601323e-15,success
10mmol_21C,0.000470111,1010.098899,0.401582726,0.101165298,0.043640802,0.008927785068235205,0.0,success
10mmol_21C,0.000427133,993.203178,0.39933699,0.104379964,0.041300086,0.008341349206189477,9.82459557974707e-15,success
10mmol_21C,0.000338237,1001.661291,0.400053154,0.108152225,0.045480125,0.009592512612885094,9.741635860389398e-15,success
10mmol_21C,0.000570634,1013.328994,0.50041046,0.100247435,0.046042648,0.009148809692978165,0.0,success
10mmol_21C,0.000526237,1000.336847,0.499900659,0.099901227,0.051275907,0.010069646785586714,0.0,success
10mmol_21C,0.000387667,1002.195121,0.500119766,0.108257747,0.05401427,0.010181391754512922,0.0,success
10mmol_21C,0.000484648,1249.761606,0.300061239,0.107851928,0.038515338,0.008894969331230046,1.5615489394974327e-14,success
10mmol_21C,0.000409823,1249.892455,0.300000441,0.113022656,0.039715411,0.009178964468312867,7.806927318694424e-15,success
10mmol_21C,0.000312946,1250.318768,0.300031661,0.111810503,0.049237347,0.011640871976318782,0.0,success
10mmol_21C,0.000521445,1249.007805,0.400376844,0.094369333,0.045546267,0.010919144834892262,7.81245682637631e-15,success
10mmol_21C,0.000469479,1250.197338,0.399947935,0.091765381,0.037810669,0.009125453312645242,7.805023459720037e-15,success
10mmol_21C,0.000342463,1198.505578,0.393146823,0.093838846,0.033905121,0.008202821282617748,8.141655517909937e-15,success
10mmol_21C,0.000578276,1252.670832,0.499955561,0.095985963,0.048558604,0.011459074228258214,7.789611846226447e-15,success
10mmol_21C,0.000543618,1286.2615,0.501457357,0.101831532,0.048427868,0.011302198464962518,0.0,success
10mmol_21C,0.000311156,573.8697524,0.636105186,0.102353646,0.048044137,0.006622979305102265,0.0,success
10mmol_30C,0.000484589,750.2953382,0.299969729,0.101920696,0.027657221,0.004086248279044546,6.502652392709176e-15,success
10mmol_30C,0.000484723,750.4714709,0.30086996,0.100728892,0.029996608,0.004553108202883665,0.0,success
10mmol_30C,0.000424486,747.039551,0.300277107,0.101963254,0.033680896,0.00539644249562464,0.0,success
10mmol_30C,0.000321245,756.784656,0.30165437,0.106520084,0.028404616,0.0045374178321089765,6.446893098985836e-15,success
10mmol_30C,0.000253766,755.4236992,0.300444696,0.110764391,0.029515776,0.004895989633623038,6.458507697536596e-15,success
10mmol_30C,0.000218042,753.9525958,0.299255712,0.112600636,0.04081838,0.0072597133775777825,0.0,success
10mmol_30C,0.000204692,762.5832536,0.300260935,0.108112661,0.028816622,0.004982417472081812,6.397871646344753e-15,success
10mmol_30C,0.000525507,768.5286697,0.404567349,0.100120453,0.03485328,0.005509579864336635,0.0,success
10mmol_30C,0.000536213,751.5175953,0.400808572,0.099449109,0.036146741,0.005660152806841667,6.492076575049646e-15,success
10mmol_30C,0.000473427,752.3400856,0.399434062,0.103465405,0.034894361,0.005465780715376864,6.4849791597822185e-15,success
10mmol_30C,0.000360226,755.7630907,0.399019986,0.110368597,0.031833512,0.005046966553027844,0.0,success
10mmol_30C,0.000265749,753.5882322,0.401281357,0.109816324,0.047793126,0.008590819699801753,0.0,success
10mmol_30C,0.000240091,749.5468121,0.398708968,0.109913707,0.073278927,0.008998016667716015,0.0,success
10mmol_30C,0.00022167,751.4893686,0.400032531,0.110415327,0.070955006,0.009088741705324754,6.49232042400549e-15,success
10mmol_30C,0.000654894,758.7907519,0.501027341,0.099028083,0.040853267,0.006233236686522404,0.0,success
10mmol_30C,0.000677966,752.8593337,0.499499435,0.097580385,0.042382798,0.006403577310005551,6.48050646089077e-15,success
10mmol_30C,0.000549679,750.0255688,0.50015755,0.101830843,0.040361707,0.006305984061384687,0.0,success
10mmol_30C,0.00039895,747.2833243,0.499349181,0.111231076,0.047611008,0.007835908759097288,6.528862102944654e-15,success
10mmol_30C,0.000354428,708.8722382,0.502864522,0.108552304,0.074892012,0.008174507941944437,6.882636268241391e-15,success
10mmol_30C,0.000331881,729.4501456,0.499580024,0.111880279,0.065147738,0.008345055516727764,0.0,success
10mmol_30C,0.000317511,728.9659997,0.503188489,0.110167457,0.068701843,0.008476043289722103,6.692918158312796e-15,success
10mmol_30C,0.000518681,996.2166018,0.299190424,0.102206272,0.039886978,0.0079995011718575,4.897438737087277e-15,success
10mmol_30C,0.000490018,1000.756083,0.30003545,0.108222652,0.035557048,0.006961712328011573,0.0,success
10mmol_30C,0.000509374,998.6851727,0.299717834,0.109312838,0.034331379,0.00662141444690871,4.8853331455741656e-15,success
10mmol_30C,0.000365507,1000.201091,0.300003567,0.114449734,0.051118616,0.00994706402037943,9.755857737181314e-15,success
10mmol_30C,0.000301246,994.3540998,0.298611699,0.115184302,0.066413748,0.010110369901962124,0.0,success
10mmol_30C,0.000280242,999.5811505,0.299857956,0.114170378,0.066196256,0.010324947193939654,0.0,success
10mmol_30C,0.00027145,999.8590684,0.299809586,0.114551606,0.061389894,0.010356286463626534,4.879597465662962e-15,success
10mmol_30C,0.000497163,1014.236315,0.398204029,0.107373751,0.039495049,0.007954995447859872,9.620854043635324e-15,success
10mmol_30C,0.000492466,979.4911583,0.398962161,0.106738518,0.038421224,0.007505728002741381,1.4943196990116525e-14,success
10mmol_30C,0.000539625,1003.978828,0.399330826,0.108351713,0.040525404,0.007895071739125964,4.8595743656307166e-15,success
10mmol_30C,0.00042029,1002.287891,0.401056011,0.116344845,0.068845438,0.00964143492820349,9.735545685016701e-15,success
10mmol_30C,0.000330604,1007.384867,0.3996617,0.118324589,0.043627778,0.008797122339709453,0.0,success
10mmol_30C,0.000305845,991.9571202,0.401437606,0.119888392,0.036550775,0.00740027167477872,0.0,success
10mmol_30C,0.000291252,992.7799037,0.400709559,0.114329707,0.053149543,0.01022424395273785,0.0,success
10mmol_30C,0.000568047,988.6950896,0.500769062,0.103836703,0.042668381,0.008354296779835518,0.0,success
10mmol_30C,0.000581263,998.7623251,0.499775008,0.106282357,0.04447336,0.008699168543855378,9.769911526641287e-15,success
10mmol_30C,0.000621641,1003.32875,0.499679392,0.110220675,0.040051691,0.0075402127891743415,0.0,success
10mmol_30C,0.000482122,1008.333026,0.499367542,0.116096568,0.069093982,0.009545009561204933,0.0,success
10mmol_30C,0.000368323,969.4065074,0.50092016,0.122499317,0.038758916,0.007345303467941252,0.0,success
10mmol_30C,0.000327323,1000.691121,0.499920528,0.12782097,0.04007388,0.0075136450347663706,0.0,success
10mmol_30C,0.000321962,1018.928136,0.49934297,0.116764158,0.060286175,0.010074307296988026,9.576553250041512e-15,success
10mmol_30C,0.000483431,1250.59456,0.300039241,0.114784118,0.032509215,0.007350259856407472,0.0,success
10mmol_30C,0.000478726,1245.639717,0.299030627,0.109581351,0.032588633,0.007551482389567585,7.83358094575716e-15,success
10mmol_30C,0.000444553,1249.862193,0.299800426,0.108560812,0.031885855,0.0075542253911019125,7.807116342121039e-15,success
10mmol_30C,0.000384424,1252.957473,0.300352656,0.108928434,0.0373838,0.009222282998200493,7.787829804794613e-15,success
10mmol_30C,0.000322286,1247.514993,0.299820695,0.110902872,0.043492595,0.010745893707976177,1.955451358725582e-14,success
10mmol_30C,0.000293661,1250.663173,0.300126577,0.115226499,0.061729951,0.011912923058017432,0.0,success
10mmol_30C,0.000272406,1242.85638,0.298834436,0.11349644,0.06617026,0.01221370474031945,7.851123999033212e-15,success
10mmol_30C,0.000518226,1257.190092,0.401035764,0.109166028,0.037581606,0.008760220206610408,7.761610288263026e-15,success
10mmol_30C,0.000504494,1246.72778,0.400045085,0.109666481,0.038170769,0.008892200848247725,0.0,success
10mmol_30C,0.000507009,1234.072828,0.398862641,0.109285695,0.040584955,0.009463400070478982,0.0,success
10mmol_30C,0.000429863,1231.823584,0.399659012,0.110949139,0.071105811,0.011571494214469643,0.0,success
10mmol_30C,0.000346723,1250.943404,0.399996182,0.110695898,0.069506929,0.012044073960987143,0.0,success
10mmol_30C,0.000313467,1271.393663,0.400560738,0.113122433,0.071139833,0.012226030805821833,0.0,success
10mmol_30C,0.000300089,1191.690371,0.396974003,0.112599368,0.068165432,0.011654945674005626,8.188217165991971e-15,success
10mmol_30C,0.000565693,1251.6605,0.500149536,0.11520122,0.069078813,0.01077018540913045,0.0,success
10mmol_30C,0.000566363,1249.038305,0.500093794,0.114298685,0.055513298,0.010813503314344268,0.0,success
10mmol_30C,0.000557808,1261.536789,0.498519907,0.116313977,0.068876906,0.010684501576673973,7.73486721707451e-15,success
10mmol_30C,0.000499153,1258.861661,0.499273639,0.117735395,0.061411471,0.010832950322410086,0.0,success
10mmol_30C,0.000411395,1267.514069,0.499206614,0.125620729,0.048344787,0.010134043163447062,0.0,success
10mmol_30C,0.000353161,1232.385343,0.499589855,0.111880503,0.037024263,0.00899951482736763,7.917831551465913e-15,success
15mmol_20C,0.000472703,750.312489,0.300555176,0.098189598,0.030824668,0.003984876477294594,6.502503753719032e-15,success
15mmol_20C,0.000468528,750.3170867,0.300324108,0.095314093,0.033418607,0.004447799065521748,6.5024639084828805e-15,success
15mmol_20C,0.000416792,754.3769858,0.301244532,0.098369605,0.037811511,0.005264717048503472,6.467469008231732e-15,success
15mmol_20C,0.000323064,744.0948704,0.299047395,0.099846621,0.035929846,0.005135661161668153,0.0,success
15mmol_20C,0.000262936,747.9693325,0.3004731,0.10603618,0.033267286,0.004730432201072068,6.522874086130758e-15,success
15mmol_20C,0.00022805,758.9243321,0.301668805,0.107241968,0.031315015,0.004572752527577658,6.4287170272752545e-15,success
15mmol_20C,0.000209381,745.0419092,0.299485663,0.104573546,0.03631412,0.005458578456125213,6.548503803529084e-15,success
15mmol_20C,0.000501799,749.4538597,0.399684985,0.100459284,0.029392582,0.0036368167266673623,6.509953498855496e-15,success
15mmol_20C,0.000511927,739.3311494,0.398111109,0.099352847,0.032175303,0.004037802476726799,0.0,success
