exp,phi_0,dV_ges,eps_0,h_c_0,h_dis_0,V_dis_total,Vol_imbalance [%],status
15mmol_20C,0.00043558,743.0640306,0.401168329,0.100214407,0.039693226,0.005469224529276351,0.0,success
15mmol_20C,0.000357684,751.0799542,0.399810084,0.105138485,0.035477432,0.004918674421075853,1.2991718788132107e-14,success
15mmol_20C,0.000276524,745.8014683,0.399630964,0.108510504,0.041707279,0.00607045035615382,0.0,success
15mmol_20C,0.000258285,745.0187997,0.399906177,0.107568398,0.062740635,0.007612826029757048,6.548706929475313e-15,success
15mmol_20C,0.000235519,743.4619476,0.398521043,0.108287201,0.057989449,0.007621195617629601,0.0,success
15mmol_20C,0.000648955,753.8642081,0.499620821,0.099429779,0.034657304,0.004270791665746299,0.0,success
15mmol_20C,0.000611831,750.71744,0.50033281,0.098495864,0.037521119,0.004808000605383471,0.0,success
15mmol_20C,0.000513772,749.4489112,0.500244513,0.100396349,0.044029801,0.00599025123882252,0.0,success
15mmol_20C,0.000438765,759.1621495,0.499259015,0.10699968,0.039294587,0.005390793457980892,6.426703148198472e-15,success
15mmol_20C,0.0003439,748.5746057,0.500681914,0.109581978,0.065830855,0.007324912208860193,6.517599901244914e-15,success
15mmol_20C,0.000310771,749.4008474,0.500353876,0.10888812,0.073258197,0.0074025524320458485,1.3020828020442857e-14,success
15mmol_20C,0.000301463,751.3954723,0.499920139,0.10817376,0.051725807,0.007566814736554317,0.0,success
15mmol_20C,0.000478495,1001.046873,0.300045327,0.103141573,0.04078066,0.007108916401879762,4.87380751868626e-15,success
15mmol_20C,0.00050276,999.4082097,0.299204276,0.101860464,0.041816536,0.007309687538431099,4.8817987773477565e-15,success
15mmol_20C,0.000517406,1011.391431,0.301494473,0.102461353,0.041015214,0.0071353186886373475,0.0,success
15mmol_20C,0.000379519,993.0576951,0.299356027,0.107956841,0.032089376,0.005466665904098494,9.826034882481763e-15,success
15mmol_20C,0.000324614,995.5759231,0.298850589,0.109011937,0.070884646,0.009292635699391531,0.0,success
15mmol_20C,0.000292262,1003.141817,0.300295432,0.108335639,0.074512727,0.009578473105482085,4.863629143460153e-15,success
15mmol_20C,0.000278912,995.9386332,0.299512249,0.107322791,0.064799326,0.009621326935947184,4.898805622700459e-15,success
15mmol_20C,0.000446906,1000.564352,0.401184136,0.100553676,0.045435774,0.00831929331645067,0.0,success
15mmol_20C,0.000450968,995.7202563,0.400141669,0.099674258,0.042461959,0.007626997857160379,0.0,success
15mmol_20C,0.000499166,1002.972509,0.400726699,0.100050923,0.046791844,0.008329218521991848,4.864450154321e-15,success
15mmol_20C,0.000436892,1003.970136,0.399749759,0.108159581,0.037030752,0.0064268785234735636,4.859616438018004e-15,success
15mmol_20C,0.000361576,1000.697795,0.400765488,0.109293213,0.06508057,0.009213929105440204,0.0,success
15mmol_20C,0.000340119,1003.90345,0.400096696,0.109138273,0.073524844,0.009287531892631089,9.719878492667337e-15,success
15mmol_20C,0.000323025,1002.279227,0.400448638,0.108353155,0.076759079,0.009467710932192454,4.8678149209858564e-15,success
15mmol_20C,0.000562557,1010.292857,0.499865563,0.100626736,0.043558464,0.007552827283387342,9.658406950777384e-15,success
15mmol_20C,0.00057887,1014.605545,0.499584385,0.099812218,0.044103182,0.0076826583733890196,0.0,success
15mmol_20C,0.000637832,994.493673,0.498014119,0.100906723,0.042463494,0.006990590269881544,9.811846789265134e-15,success
15mmol_20C,0.000526295,1004.803104,0.500037801,0.101938865,0.045139868,0.007876040934833026,0.0,success
15mmol_20C,0.000458533,996.6704994,0.499705173,0.106222393,0.044022573,0.007704072264963257,0.0,success
15mmol_20C,0.000409391,1000.777251,0.499647649,0.10792351,0.068103607,0.009132220604585743,0.0,success
15mmol_20C,0.000414262,1006.62312,0.500790215,0.108647546,0.056538621,0.00902561650934872,0.0,success
15mmol_20C,0.000486161,1250.108452,0.299889494,0.102740609,0.040868091,0.00859243120499152,0.0,success
15mmol_20C,0.000492233,1249.808619,0.299917072,0.099979083,0.039588467,0.008325159902770628,3.903725500059759e-15,success
15mmol_20C,0.00048966,1248.349074,0.299807559,0.098520638,0.042113662,0.009002501593368375,0.0,success
15mmol_20C,0.000413267,1251.893557,0.300082445,0.104997322,0.038818411,0.008287738478402036,3.897224128125112e-15,success
15mmol_20C,0.000354726,1248.264315,0.299649999,0.106645016,0.03805335,0.008291081437994608,0.0,success
15mmol_20C,0.000308625,1250.009063,0.300016848,0.107568497,0.04267257,0.009587795455493651,3.9030995219150434e-15,success
15mmol_20C,0.000290868,1253.280954,0.300503871,0.105446772,0.047419394,0.010661824362481219,0.0,success
15mmol_20C,0.000531412,1257.929749,0.400964588,0.100374031,0.039940086,0.008363637990582217,0.0,success
15mmol_20C,0.000491305,1240.129111,0.397832796,0.100867067,0.039922,0.008364959886104294,7.868390045695445e-15,success
15mmol_20C,0.000496821,1252.884566,0.399578268,0.1019348,0.0353372,0.007247925271655886,7.788282988849223e-15,success
15mmol_20C,0.000464331,1255.424561,0.399894434,0.104759153,0.04170593,0.008866127484482338,7.772525610457242e-15,success
15mmol_20C,0.000409028,1259.034652,0.40126719,0.10727930199999999,0.060387098,0.010770306375207612,0.0,success
15mmol_20C,0.000374441,1252.694192,0.400437069,0.108620162,0.072278722,0.010688839413905589,0.0,success
15mmol_20C,0.000338259,1243.468176,0.399609723,0.109580419,0.050731548,0.010569289507468677,0.0,success
15mmol_20C,0.000559331,1247.756613,0.499773087,0.096250286,0.043240531,0.009047762598339237,0.0,success
15mmol_20C,0.000561497,1255.361754,0.49969234,0.093758708,0.046532392,0.009943427188378217,7.772914477661823e-15,success
15mmol_20C,0.000568529,1247.271699,0.499999122,0.093466702,0.048635331,0.010305283796517472,7.823331163685405e-15,success
15mmol_20C,0.000559931,1251.188594,0.500001055,0.095530058,0.049490145,0.010564550121950872,0.0,success
15mmol_20C,0.000494634,1225.59216,0.502358712,0.104715946,0.037902237,0.00770124764073063,0.0,success
15mmol_20C,0.000463932,1249.59018,0.499609596,0.105402013,0.04502757,0.00952005462138706,0.0,success
15mmol_20C,0.000334135,368.572606,0.586940238,0.102427253,0.042935114,0.0032382808379653218,0.0,success
15mmol_30C,0.000427091,751.7522531,0.300595785,0.102772961,0.020250722,0.002312597284838998,1.2980100175465029e-14,success
15mmol_30C,0.000431491,749.9286955,0.300798818,0.103396887,0.021508796,0.0024957319003319823,0.0,success
15mmol_30C,0.00039098,750.8672362,0.3009275,0.100884113,0.033229887,0.00456433893096823,0.0,success
15mmol_30C,0.000339183,744.8778032,0.298194638,0.103947435,0.028830732,0.0038453371506208646,0.0,success
15mmol_30C,0.000296275,745.5112461,0.299966496,0.105109501,0.028150482,0.0038204617722288232,1.3088762380736326e-14,success
15mmol_30C,0.000276036,749.8052392,0.299224446,0.105832572,0.028260445,0.0038981729072874146,0.0,success
15mmol_30C,0.000264763,744.8717235,0.299312295,0.104254383,0.031558317,0.004524892411527355,6.549999982896075e-15,success
15mmol_30C,0.000463207,747.1977859,0.399064177,0.100653384,0.027279083,0.003422932443622283,6.529609520065857e-15,success
15mmol_30C,0.000454988,755.1565283,0.399257353,0.098851867,0.030386533,0.004002456098175062,6.460792687799599e-15,success
15mmol_30C,0.000436292,745.2405594,0.398908343,0.100735436,0.036496614,0.0049668962379100816,6.546758244227642e-15,success
15mmol_30C,0.000398667,745.2404618,0.398913398,0.10731945,0.030948234,0.004077850100105109,6.546759101620171e-15,success
15mmol_30C,0.000336558,754.245634,0.401065892,0.104447937,0.03683308,0.005254478690391471,6.46859531729788e-15,success
15mmol_30C,0.000309727,757.4745814,0.399977199,0.100064399,0.037491234,0.005560055547333871,0.0,success
15mmol_30C,0.000298602,748.0022233,0.399170462,0.099761053,0.034313368,0.004948960710612971,1.3045174530792789e-14,success
15mmol_30C,0.000585569,747.4017408,0.501328585,0.092089454,0.039261513,0.005238121298816435,0.0,success
15mmol_30C,0.000540852,748.8905591,0.501370978,0.092783633,0.0411912,0.005677182120818629,0.0,success
15mmol_30C,0.000525263,748.3448714,0.499454604,0.093627264,0.047282786,0.00672815303417291,6.519600738436719e-15,success
15mmol_30C,0.000462764,745.8762555,0.500616194,0.09355402,0.052233032,0.007387014150177239,0.0,success
15mmol_30C,0.000365235,748.8571345,0.500278881,0.101548746,0.041933915,0.006106692727260159,0.0,success
15mmol_30C,0.000327277,750.0605118,0.499916719,0.110354388,0.064726812,0.0073198645243456265,6.504688221056101e-15,success
15mmol_30C,0.000314875,750.4453316,0.500030565,0.109727409,0.068702416,0.007417830439550131,0.0,success
15mmol_30C,0.000533143,994.1230712,0.298486943,0.102955349,0.037798135,0.006434296990242434,4.907752286943172e-15,success
15mmol_30C,0.00051531,1000.640437,0.299850188,0.102315915,0.040141285,0.007025377209960307,4.875787141695104e-15,success
15mmol_30C,0.000477953,1001.292163,0.300060547,0.105785476,0.033727591,0.005718240904483231,4.872613565222492e-15,success
15mmol_30C,0.00036146,1000.37236,0.299967592,0.10970555,0.039639284,0.0071561051145219556,4.877093741559164e-15,success
15mmol_30C,0.00029615,995.3970828,0.299271696,0.109082656,0.060865677,0.009455705525199826,4.90147084062237e-15,success
15mmol_30C,0.000265392,1002.961609,0.300878529,0.109113491,0.075760642,0.00959125571057147,0.0,success
15mmol_30C,0.000254348,908.3537413,0.277187067,0.103970942,0.036368708,0.006461764960847852,5.371156141441403e-15,success
15mmol_30C,0.000551005,1006.766158,0.401205753,0.104700251,0.040367199,0.006914677482673567,9.692240322970353e-15,success
15mmol_30C,0.000567321,1006.784357,0.401602951,0.105206543,0.040969557,0.007003292987407368,0.0,success
15mmol_30C,0.000532017,999.2980436,0.400226439,0.110609967,0.035358458,0.005740408548459746,4.88233696386351e-15,success
15mmol_30C,0.000422685,997.237472,0.399817342,0.113427005,0.071620111,0.008797906336522412,0.0,success
15mmol_30C,0.000325153,995.6894686,0.399027406,0.111544049,0.073646951,0.00921657276080448,0.0,success
15mmol_30C,0.000300334,997.1635638,0.399791332,0.111364207,0.070960326,0.009364389136664267,4.892787856780663e-15,success
15mmol_30C,0.000286825,999.322644,0.399835214,0.110826652,0.067126548,0.009380091265446696,0.0,success
15mmol_30C,0.000659622,1000.129858,0.499652117,0.103755223,0.042670694,0.007003926309884646,0.0,success
15mmol_30C,0.00064296,1008.989706,0.499187526,0.106407322,0.041950378,0.0068757911922261595,0.0,success
15mmol_30C,0.000636658,670.8158676,0.53332582,0.104040328,0.040856731,0.004723174696062167,7.273098344617586e-15,success
15mmol_30C,0.000637384,991.4772422,0.499741231,0.105975461,0.042100723,0.0068630352482671325,0.0,success
15mmol_30C,0.000619449,1005.284654,0.500262774,0.109977661,0.041591356,0.006799746055478702,0.0,success
15mmol_30C,0.000498602,998.5434244,0.500279719,0.114222944,0.070967073,0.008416673001213317,0.0,success
15mmol_30C,0.000369042,1003.336008,0.500305775,0.116510979,0.066469704,0.008723703727452717,0.0,success
15mmol_30C,0.000321902,1000.303949,0.50013415,0.11521322,0.057089113,0.00902198191533772,0.0,success
15mmol_30C,0.000309186,1000.499368,0.499751582,0.114309811,0.055146272,0.009155082673218028,0.0,success
15mmol_30C,0.000485129,1250.056002,0.30007986,0.11381099,0.031432143,0.0061298033601503805,0.0,success
15mmol_30C,0.000474288,1250.088685,0.300012818,0.113081172,0.033010744,0.006579578759362565,1.1708552764441918e-14,success
15mmol_30C,0.000458329,1249.482696,0.299832003,0.113457661,0.033648739,0.006736604307993981,3.904743772605851e-15,success
15mmol_30C,0.000395808,1250.036404,0.29999587,0.115489718,0.046113999,0.009507795212111668,3.903014152686045e-15,success
15mmol_30C,0.000337808,1250.049679,0.299844545,0.114565863,0.070016204,0.010379025981868257,1.1708918112969101e-14,success
15mmol_30C,0.000294997,1250.100728,0.299994974,0.113484838,0.051478729,0.010656028075464868,1.170843996865052e-14,success
15mmol_30C,0.000277384,1250.222791,0.299965806,0.110792153,0.06860933,0.010988200249418458,3.902432279515827e-15,success
15mmol_30C,0.000513668,1259.879786,0.401812929,0.108200269,0.033861731,0.006794306841622118,0.0,success
15mmol_30C,0.00053115,1258.650272,0.400758026,0.108054169,0.035328397,0.007131636275909542,0.0,success
15mmol_30C,0.000508971,1251.065806,0.399801088,0.109044108,0.040676259,0.0083146737444201,0.0,success
15mmol_30C,0.000435091,1249.437583,0.3997909,0.111962584,0.064119866,0.010336466493244802,0.0,success
15mmol_30C,0.000361698,1246.247363,0.399892797,0.115546248,0.040492685,0.00852506072078118,0.0,success
15mmol_30C,0.000331751,1254.343349,0.399759647,0.116101996,0.037007921,0.00796252180869778,7.779225329451276e-15,success
15mmol_30C,0.000308907,1245.592317,0.399754855,0.116457077,0.035096823,0.0075071791800802624,7.833879046292752e-15,success
15mmol_30C,0.000549222,1261.567379,0.499800482,0.105765605,0.038351445,0.007809067118347493,7.73467966499278e-15,success
15mmol_30C,0.000553163,1246.383164,0.500328974,0.105608667,0.038767683,0.007767164042121446,0.0,success
15mmol_30C,0.000553572,1251.06223,0.499958639,0.107865848,0.041497602,0.008446317845334426,7.799627643118553e-15,success
15mmol_30C,0.000514599,1273.967567,0.499248897,0.110897639,0.073695811,0.01022953475602827,7.659394010593003e-15,success
15mmol_30C,0.000424707,1251.429514,0.49989371,0.116405312,0.045768154,0.009260714208107555,7.797338518235987e-15,success
15mmol_30C,0.000368847,1212.934445,0.497692766,0.115419568,0.039563548,0.008166203385888136,0.0,success
15mmol_30C,0.00033056,904.352367,0.593749023,0.123460012,0.036715955,0.005639403678435135,0.0,success
